rank,reward,equations,equations_with_constants
1616,0.8747112200678187,B0 + B1*i + B2*i*s ; B3 - sqrt(Abs(B4 + i + r)),0.0277218102750964*i*s - 0.000816660611623437*i + 0.00284119823518195 ; 0.409328504836399 - sqrt(Abs(i + r + 0.345619423234639))
1617,0.8746964638586351,B0 + B1*i + B1*sqrt(Abs(s)) ; B2*sqrt(Abs(i)),-0.000437233486997434*i - 0.000437233486997434*sqrt(Abs(s)) + 0.0447593092555372 ; -0.563196359409861*sqrt(Abs(i))
1618,0.8746882213572215,B0 + B1*i + B2*i*s ; B3 + i - sqrt(Abs(B4 - r)),0.350564816654914*i*s + 0.0473801641617571*i - 0.0211277084139817 ; i - sqrt(Abs(r + 0.082396984154201)) + 0.103947148361099
1619,0.8746839393885696,B0*i*s ; sqrt(Abs(B1 + B2*i + B2*r**2)),-0.00355552311006938*i*s ; sqrt(Abs(0.0134098394635251*i + 0.0134098394635251*r**2 + 4.2320629000524))
1620,0.8746784363078663,B0*i*sqrt(Abs(s)) ; B1 + r - sqrt(Abs(B2 + r)),0.000345928340267285*i*sqrt(Abs(s)) ; r - sqrt(Abs(r + 3.44422488208952)) - 4.15337547597428
1621,0.8746780072075929,B0 + B1*i ; B2*i + B2*r**2,0.000308946146082499*i + 0.0320062454174565 ; 0.166584640056763*i + 0.166584640056763*r**2
1622,0.8746713804957231,B0 + B2*sqrt(Abs(B1 + i)) ; B3*i - i*r + r,0.070317096236597 - 0.00715933050312471*sqrt(Abs(i + 14.1151332404318)) ; -i*r + 9.53571015306981e-5*i + r
1623,0.8746706179489734,B0*i*s ; B1 + B2*r + B3*i*r,-0.0142497663161372*i*s ; 0.00934329022199449*i*r + 0.148169912487939*r + 0.344712501264257
1624,0.8746661377634414,B0*sqrt(Abs(i))*Abs(s)**(3/2) ; B1 + i,0.379750484748538*sqrt(Abs(i))*Abs(s)**(3/2) ; i + 0.0604363855807406
1625,0.8746629894606754,i**2*s ; B0 + B1*r**2 + i - r,i**2*s ; i + 1.30767565119485*r**2 - r - 0.230765691765446
1626,0.8746619934262597,B0*s - i*s**3 ; B1 + B2*i,-i*s**3 + 0.0131333360394651*s ; 0.0268974188942304 - 0.520792795900026*i
1627,0.8746530690569239,B0*i + i*s ; B1*i,i*s - 0.37658917848898*i ; 0.294164254073887*i
1628,0.8746191971005555,B0 + B1*i ; B2*sqrt(Abs(-i + r + sqrt(Abs(r)))),0.000436226693568219*i + 0.0445375353830258 ; 0.38422914885964*sqrt(Abs(-i + r + sqrt(Abs(r))))
1629,0.8745886753126784,B0 + B1*i + B2*s ; i**2,0.120746669682636*i + 0.0296798413118099*s - 0.000969831194879031 ; i**2
1630,0.8745233331135737,B1*sqrt(Abs(B0 + i + s)) ; B2 + i,0.0352642075004739*sqrt(Abs(i + s - 2.17678321589628)) ; i - 2.34764541607393
1631,0.8745229430641337,s*sqrt(Abs(B0 + B1*Abs(i)**(1/4))) ; B2*Abs(r)**(1/8),s*sqrt(Abs(0.0183034953627203*Abs(i)**(1/4) - 0.00869129789673007)) ; 0.000429333724681287*Abs(r)**(1/8)
1632,0.8745120553073825,B0 + B1*i*s + B1*i ; B2 + i - r,0.154745099776471*i*s + 0.154745099776471*i - 0.14044662921838 ; i - r - 1.1491317293362
1633,0.8744893100972135,B0*Abs(i)**(1/4)*sqrt(Abs(s)) ; B1 + B2*r,0.0114927196524064*Abs(i)**(1/4)*sqrt(Abs(s)) ; 0.809178444702719*r + 0.496998139606669
1634,0.8744743359091913,B1*s*Abs(B0 + i*s)**(1/4) ; B2 + B3*sqrt(Abs(i)) - i,0.0477638698798456*s*Abs(i*s + 0.0893344090976213)**(1/4) ; -i - 0.586959606454221*sqrt(Abs(i)) + 0.167516397859834
1635,0.8744376199622291,B0 + B1*i**2 ; B2 + B3*i + B3*sqrt(Abs(i)),0.0435711450086611 - 0.0364360246283713*i**2 ; 0.471243850221768*i + 0.471243850221768*sqrt(Abs(i)) + 0.00668336512355566
1636,0.8744341110602695,B0*sqrt(Abs(i))*sqrt(Abs(s)) ; B1 + r - sqrt(Abs(B2 + i)),0.00359873227957028*sqrt(Abs(i))*sqrt(Abs(s)) ; r - sqrt(Abs(i + 0.499906061390064)) - 0.618653702619494
1637,0.8744207314033628,B0 + B1*sqrt(Abs(i))*sqrt(Abs(s)) ; B2*r - i*r + r**2,0.153970943558892*sqrt(Abs(i))*sqrt(Abs(s)) - 0.015197433150022 ; -i*r + r**2 + 56.2130882186668*r
1638,0.8744192033881623,B0*i + B1*i*s ; -i + r - Abs(r)**(1/8),0.000535613320035021*i*s + 0.000100842767745647*i ; -i + r - Abs(r)**(1/8)
1639,0.8743954272688904,B0*i*s ; B1*i - i**2 + i*r,0.440128590832766*i*s ; -i**2 + i*r + 0.196766520307382*i
1640,0.8743732222259988,B0*Abs(i)**(1/4)*sqrt(Abs(s)) ; B1 - i,0.0113024122076359*Abs(i)**(1/4)*sqrt(Abs(s)) ; -i - 0.260226789739481
1641,0.8743670693088237,B0*Abs(i)**(1/4)*sqrt(Abs(s)) ; B1*sqrt(Abs(i)) + r,0.0113785928742679*Abs(i)**(1/4)*sqrt(Abs(s)) ; r + 1.01554468179608*sqrt(Abs(i))
1642,0.874356035344492,s*sqrt(Abs(B0 + 3*i)) ; B1*sqrt(Abs(i)),s*sqrt(Abs(3*i + 5.48964292121347)) ; 0.0432632016353257*sqrt(Abs(i))
1643,0.8743538711773379,B0*Abs(i)**(1/4)*sqrt(Abs(s)) ; B1 + r,0.0113618448068144*Abs(i)**(1/4)*sqrt(Abs(s)) ; r + 0.174285306358091
1644,0.8743221221680954,B0*i + B1*i*s ; B2 + i,-1.17350315333911*i*s - 0.155110307196445*i ; i + 0.0912517597275536
1645,0.8743163672553811,B0*sqrt(Abs(s)) + B1*s ; B2*i,0.0196356479314106*s + 0.0258890825512647*sqrt(Abs(s)) ; 0.0641150757800031*i
1646,0.874315864885077,B0*sqrt(Abs(s)) + B1*s ; B2*sqrt(Abs(i)),0.0192326986668917*s + 0.0260520911373586*sqrt(Abs(s)) ; 5.15405426503462*sqrt(Abs(i))
1647,0.87430999666287,B1*sqrt(Abs(B0*s + i*s)) ; B2*r + i,0.2982898915197*sqrt(Abs(i*s - 0.0154645879062418*s)) ; i - 0.0186703284732276*r
1648,0.874306619122392,B0*sqrt(Abs(s)) + B1*s ; B2*Abs(r)**(3/2),0.0188626083891797*s + 0.0262024490542273*sqrt(Abs(s)) ; 6.15998803093877*Abs(r)**(3/2)
1649,0.8743057606220667,B0*sqrt(Abs(s)) + B1*s ; B2 + r,0.0201909072543007*s + 0.0256656762550148*sqrt(Abs(s)) ; r + 3.77027340907018
1650,0.8743050020239478,B0*sqrt(Abs(s)) + B1*s ; B2*Abs(i)**(3/2),0.0188567910370829*s + 0.026204810079535*sqrt(Abs(s)) ; 2.41953824960995*Abs(i)**(3/2)
1651,0.8743031037249909,B0*sqrt(Abs(s)) + B1*s ; r,0.0206004578279949*s + 0.0255017895628003*sqrt(Abs(s)) ; r
1652,0.874302658270365,B0*sqrt(Abs(s)) + B1*s ; B2 + Abs(r)**(3/4),0.0196145411137727*s + 0.0257627108415073*sqrt(Abs(s)) ; Abs(r)**(3/4) + 0.000159336095286925
1653,0.8743014090020481,B0*sqrt(Abs(s)) + B1*s ; B2*r*sqrt(Abs(i)),0.0191027773271628*s + 0.0265768178003569*sqrt(Abs(s)) ; 0.134282974702352*r*sqrt(Abs(i))
1654,0.8742985257927604,B0*sqrt(Abs(s)) + B1*s ; B2*i*sqrt(Abs(r)),0.018528088007989*s + 0.026811713238941*sqrt(Abs(s)) ; 0.000328443410266391*i*sqrt(Abs(r))
1655,0.874298123701442,B0*sqrt(Abs(s)) + B1*s ; B2*sqrt(Abs(r)),0.0192877029765952*s + 0.02588865854877*sqrt(Abs(s)) ; 0.152271923035145*sqrt(Abs(r))
1656,0.8742980987536737,B0*sqrt(Abs(s)) + B1*s ; i,0.018949147473343*s + 0.0260227690162436*sqrt(Abs(s)) ; i
1657,0.8742976526081149,B0*sqrt(Abs(s)) + B1*s ; B2*Abs(r)**(7/4),0.0198041222982809*s + 0.0262316465678184*sqrt(Abs(s)) ; 60.7408480267348*Abs(r)**(7/4)
1658,0.8742863579216987,B0 + B1*i ; sqrt(Abs(i - r)),0.000303284480961422*i + 0.039867921905133 ; sqrt(Abs(i - r))
1659,0.874283215194382,B0*sqrt(Abs(s)) + B1*s ; B2*i**2,0.0181894547333857*s + 0.0262827680778531*sqrt(Abs(s)) ; 4.22104706034323*i**2
1660,0.8742822062800684,B0*sqrt(Abs(s)) + B1*s ; B2 + B3*sqrt(Abs(i)),0.020902368909847*s + 0.0252463446884777*sqrt(Abs(s)) ; 0.0367955627621267*sqrt(Abs(i)) + 66.0046084691717
1661,0.874215681057449,B1*sqrt(Abs(B0 - i)) ; sqrt(Abs(i + r)),0.00345580120731271*sqrt(Abs(i + 48.6246101514596)) ; sqrt(Abs(i + r))
1662,0.8741925410062258,s*sqrt(Abs(B0*s + B1 + i)) ; B2*sqrt(Abs(i)),s*sqrt(Abs(i + 0.793255978404476*s - 0.804604607879452)) ; 0.0214477044664864*sqrt(Abs(i))
1663,0.8741635351302212,B0*Abs(s)**(3/4) ; B1 + sqrt(Abs(B2 + B3*i)),0.0479990126533102*Abs(s)**(3/4) ; sqrt(Abs(0.000110882248599306*i + 0.0230480262832979)) + 28.0284921810584
1664,0.8741078867356916,B0*s + B0*Abs(i)**(1/4) ; B1 + i**2,0.0321811633657914*s + 0.0321811633657914*Abs(i)**(1/4) ; i**2 + 0.00796840700591165
1665,0.874094175421937,B0*s + 2*i*s ; B1*i + B2*r,2*i*s - 0.00529808736823358*s ; 2.63757943654996*i - 0.260312626904569*r
1666,0.8740384001672391,B0*i**2 + B1*i*s ; B2 + i,7.70583990379182*i**2 + 0.33030536841912*i*s ; i - 0.0207569767356259
1667,0.8740327478459148,B0*s*Abs(i)**(3/2) ; B1*r + B2*i*r - i,0.159948921787381*s*Abs(i)**(3/2) ; -2.71951415378897*i*r - i - 0.150216117520478*r
1668,0.8740293277442762,B0*i + B1*i*sqrt(Abs(s)) ; sqrt(Abs(B2 + i + sqrt(Abs(r)))),-0.0142993700052366*i*sqrt(Abs(s)) + 0.00732917874191196*i ; sqrt(Abs(i + sqrt(Abs(r)) + 0.0680351964196364))
1669,0.8740011407128861,B0*i + B0*sqrt(Abs(s)) ; B1*i + i*Abs(r)**(3/2),0.0300588943180744*i + 0.0300588943180744*sqrt(Abs(s)) ; i*Abs(r)**(3/2) + 0.0168403302920041*i
1670,0.8739927616135815,B0*Abs(i)**(3/2) + B1*i*s ; 3*r**2,0.30459170670117*i*s - 0.0263365445969487*Abs(i)**(3/2) ; 3*r**2
1671,0.8739576385492883,B0*i*s ; sqrt(Abs(B1 - i - r + sqrt(Abs(B2 + i)))),-0.0018425794655147*i*s ; sqrt(Abs(i + r - sqrt(Abs(i + 9.11952036515583)) - 18.201436243762))
1672,0.8739007197761873,B0*i**2 + B1*i*s ; B2 + B3*r,1.18940824416109e-5*i**2 - 0.0411916665026169*i*s ; 0.037228430874849*r + 0.205666415824074
1673,0.8738907791217287,B0 + B1*s + B2*i*s ; B3 + r,0.00113090221049245*i*s + 0.0228041489291505*s + 0.00815689765442787 ; r - 0.00100222521301967
1674,0.8738842252996603,B0*sqrt(Abs(i)) + B1*s ; i,0.0289167964002333*s + 0.0730836001302225*sqrt(Abs(i)) ; i
1675,0.8738788969994457,B0*i + i**2 - i*s ; i + sqrt(Abs(B3 + sqrt(Abs(B1 + B2*r)))),i**2 - i*s + 0.252157252064339*i ; i + sqrt(Abs(sqrt(Abs(0.091324480264813*r + 0.316142444401879)) - 0.564887392114797))
1676,0.8738469646080463,B0*i**2 + B1*i*s ; Abs(r)**(1/4),-0.0266569433210416*i**2 + 0.297364259057733*i*s ; Abs(r)**(1/4)
1677,0.873846964602042,B0*i**2 + B1*i*s ; -Abs(r)**(1/8),-0.0266566555064296*i**2 + 0.2973636695805*i*s ; -Abs(r)**(1/8)
1678,0.8738469645934188,B0*i**2 + B1*i*s ; B2*sqrt(Abs(r)),-0.0266534578748968*i**2 + 0.297365436989436*i*s ; 0.000291112250474432*sqrt(Abs(r))
1679,0.8738469644674719,B0*i**2 + B1*i*s ; i**3*r,-0.0266540380621651*i**2 + 0.297359037440608*i*s ; i**3*r
1680,0.8738469644595758,B0*i**2 + B1*i*s ; 2*r,-0.0266539407136871*i**2 + 0.297358867022726*i*s ; 2*r
1681,0.8738469643838146,B0*i**2 + B1*i*s ; r,-0.0266530982492796*i**2 + 0.297357417453754*i*s ; r
1682,0.87383165743067,B1*i*sqrt(Abs(B0 + s)) ; -2*i + r,0.000357480526363797*i*sqrt(Abs(s + 0.0285700967291794)) ; -2*i + r
1683,0.8738186717294483,B0 + B2*sqrt(Abs(B1 + i + s)) ; B3*i + r,0.0529293943654266 - 0.00531316898337183*sqrt(Abs(i + s + 4.4739660481463)) ; 0.864343871060299*i + r
1684,0.8738185431922515,B0*i**2 + B1*i*s ; sqrt(Abs(B2 + i)),-7.96887538068186e-7*i**2 - 0.00630129456927*i*s ; sqrt(Abs(i + 6.3321483440009))
1685,0.8737979290184025,Abs(i)**(11/8) ; B0*i + B1*i*r,Abs(i)**(11/8) ; 1.41663578070178*i*r + 0.122898488428453*i
1686,0.8737446602411634,Abs(i)**(9/8)*Abs(s)**(5/8) ; B0 + i,Abs(i)**(9/8)*Abs(s)**(5/8) ; i + 0.080606932590778
1687,0.8737444432453884,B0 + B1*i*s + i ; B2 + i,0.204625977937545*i*s + i + 0.0211705590479385 ; i + 0.0236874357047758
1688,0.8737293760621971,B0 + B2*sqrt(Abs(B1 + i)) ; -2*i - r + sqrt(Abs(i)),0.0780496387427948 - 0.00571007372344661*sqrt(Abs(i + 48.7444513914704)) ; -2*i - r + sqrt(Abs(i))
1689,0.873727870394941,B0*i**2 + B1*i*s ; B2 + B3*i*r,4.64225634290674e-6*i**2 - 0.00599425013909073*i*s ; -0.000412647109058557*i*r + 1.48603076701781
1690,0.8737166430799137,B2*sqrt(Abs(B0 + B1*i)) ; B3 - i,0.122529500660074*sqrt(Abs(0.000416535495199951*i + 0.0461393382215033)) ; 0.0463218122188076 - i
1691,0.8736918257485955,B0*sqrt(Abs(s + sqrt(Abs(s)))) ; i,0.023872513462589*sqrt(Abs(s + sqrt(Abs(s)))) ; i
1692,0.8736387064621823,B0 + B1*i + B2*s ; B3 + 3*i,-0.0177102336699869*i + 0.0434189960957062*s - 0.000505628985032471 ; 3*i + 0.119792701843129
1693,0.8736109040886084,B0*i*s + i**2*s ; B1*i,i**2*s + 0.426838009697024*i*s ; 0.240826521342862*i
1694,0.8736070334730519,B0*s + B1*s*sqrt(Abs(i)) ; i,-1.16471560971724*s*sqrt(Abs(i)) + 0.359927056373703*s ; i
1695,0.8735754793341203,i**2 - i*s + Abs(i)**(3/2) ; B0*r + B1*Abs(r)**(3/2) + i,i**2 - i*s + Abs(i)**(3/2) ; i + 0.864883667517801*r - 0.829098972699969*Abs(r)**(3/2)
1696,0.873558760766953,B0*i + B0*s ; B1 + B2*i + B2*r,0.0463219240563511*i + 0.0463219240563511*s ; -0.0200720855282689*i - 0.0200720855282689*r + 0.0321672980534016
1697,0.8735407729056167,B0 + B2*sqrt(Abs(B1 + sqrt(Abs(i)))) ; B3 - r,0.0797438648794644 - 0.118666450343513*sqrt(Abs(sqrt(Abs(i)) - 0.357760170834098)) ; 0.50735698622152 - r
1698,0.8735208400439141,s*sqrt(Abs(B0*s + B1*i)) ; B2 + Abs(i)**(3/2),s*sqrt(Abs(0.0465142612924217*i - 0.000929886762502865*s)) ; Abs(i)**(3/2) + 0.00301286781622513
1699,0.8735193540967798,B0 + B1*i ; B2 + B3*i + B3*r,0.000787737312150753*i + 0.0463187686653123 ; -1.22745335485703*i - 1.22745335485703*r + 1.94631803824925
1700,0.8735132108786478,B0 + B1*i + B1*sqrt(Abs(s)) ; i**2,0.0455793460492257*i + 0.0455793460492257*sqrt(Abs(s)) - 0.00395018453269334 ; i**2
1701,0.8735077665866167,B1*sqrt(Abs(B0*i - s)) ; B2 + i + sqrt(Abs(i)),0.037641545332726*sqrt(Abs(0.310000917165619*i - s)) ; i + sqrt(Abs(i)) - 0.0682256413131697
1702,0.8735005031156865,B0 + B1*Abs(s)**(3/2) ; sqrt(Abs(B2 + sqrt(Abs(i)))),0.041929969345044*Abs(s)**(3/2) + 0.00435016288386211 ; sqrt(sqrt(Abs(i)) + 18.2888912126754)
1703,0.8734534459010627,B0 + B1*sqrt(Abs(i)) + B2*s ; -r + sqrt(Abs(B3 + 2*i - r)),0.00823059183316832*s + 0.0618910561443023*sqrt(Abs(i)) - 0.0500700311344878 ; -r + sqrt(Abs(2*i - r + 0.247125918727106))
1704,0.873443780261586,B0*Abs(s)**(3/2) + B1*i*s ; B2 + i,-1.41636645663418*i*s - 0.345940677538999*Abs(s)**(3/2) ; i + 0.312807937229227
1705,0.8734251056129343,B0*i**2*s ; B1 + i*r - r**2,6.05481333697251e-6*i**2*s ; i*r - r**2 + 3.67795841096032
1706,0.8734222351845928,B0*s - i*s + s**2 ; B1*i + r,-i*s + s**2 - 0.928764964805978*s ; 1.65883015482212*i + r
1707,0.8734143815747375,B0*i + B1*i**2 ; B2 + sqrt(Abs(i - r)),-2.91809514767619e-5*i**2 - 0.00296709431097468*i ; sqrt(Abs(i - r)) - 0.1415095815055
1708,0.8733632471648892,B0*i + B1*i**2*s ; sqrt(Abs(B2 + B3*i)),0.000707011300722146*i**2*s + 4.46408576546555e-5*i ; sqrt(Abs(0.0943826710366126*i + 1.91499679451332))
1709,0.873267074558442,B0 + B1*s + B1*sqrt(Abs(i + s)) ; B2 + i - sqrt(Abs(B3*i + B3*r)),0.241270618212401*s + 0.241270618212401*sqrt(Abs(i + s)) - 0.439350071751873 ; i - sqrt(Abs(20.333688068419*i + 20.333688068419*r)) + 1.08472338945253
1710,0.8732542134183964,B0*s*Abs(i)**(1/4) ; B1*i*r + r**2,0.0762163822063991*s*Abs(i)**(1/4) ; 0.00619975222833905*i*r + r**2
1711,0.8732186304139767,B0*i + B1*i*s**2 ; sqrt(Abs(B2*sqrt(Abs(i)) - i)),-0.0051889685230252*i*s**2 - 6.2036092322028e-6*i ; sqrt(Abs(i + 0.1437230589065*sqrt(Abs(i))))
1712,0.8732167241464981,B0 + B1*i ; sqrt(Abs(B2 - 2*i)),0.000315406437900125*i + 0.0406182780242228 ; sqrt(Abs(2*i - 0.0380466170329179))
1713,0.8731999490062549,B1*sqrt(Abs(B0*i - s)) ; B2 - i,0.036641903814561*sqrt(Abs(0.00247974099169582*i + s)) ; 0.0208985911332068 - i
1714,0.873194330554023,B0 + B1*i ; B2 + B3*i**2 + B3*i,0.000402691075621819*i + 0.0425229621643309 ; 1.35983623916164*i**2 + 1.35983623916164*i + 0.39626372414522
1715,0.8731848114773865,B0*i + B1*s ; sqrt(Abs(B2 + i*sqrt(Abs(B3 + i)))),-0.000253609502073142*i + 0.0521248772496514*s ; sqrt(Abs(i*sqrt(Abs(i + 1.12083623921107)) - 0.11025058794259))
1716,0.8731814715628629,B0 + B1*i + B1*sqrt(Abs(s)) ; B2 + B3*i - Abs(i)**(5/4),-0.000406108816720914*i - 0.000406108816720914*sqrt(Abs(s)) + 0.042972161961032 ; 0.379873834452891*i - Abs(i)**(5/4) + 0.0402311464373706
1717,0.8731004767495345,B0*sqrt(Abs(i))*Abs(s)**(3/2) ; i**2,0.134545256066069*sqrt(Abs(i))*Abs(s)**(3/2) ; i**2
1718,0.8730889423355496,B0*sqrt(Abs(i)) + B1*s ; r + Abs(i)**(1/4)*sqrt(Abs(r)),0.0474916619552129*s + 0.012902041397856*sqrt(Abs(i)) ; r + Abs(i)**(1/4)*sqrt(Abs(r))
1719,0.8730889320891989,B0*sqrt(Abs(i)) + B1*s ; r,0.04749496527068*s + 0.0129005477138412*sqrt(Abs(i)) ; r
1720,0.8729564275260988,B0*i*s ; B1*r + 2*i*r,0.298497559532021*i*s ; 2*i*r + 0.0517034415528523*r
1721,0.8729564275083516,B0*i*s ; B1*r**2 - r**3,0.298501030621107*i*s ; -r**3 + 9.17126472081012*r**2
1722,0.8729564274917633,B0*i*s ; r*sqrt(Abs(B1*i + B1*r + B2)),0.29849528563304*i*s ; r*sqrt(Abs(81.5222752358955*i + 81.5222752358955*r + 29.7838918111604))
1723,0.8729564274277802,B0*i*s ; B1*r + i*r + r**2,0.298493186777915*i*s ; i*r + r**2 + 0.00266932046123428*r
1724,0.8729564272245475,B0*i*s ; B1*i*r + B1*r*sqrt(Abs(i)),0.298507881275229*i*s ; 2.01625541119108*i*r + 2.01625541119108*r*sqrt(Abs(i))
1725,0.8729564268687986,B0*i*s ; B1*i**2*r**3,0.298512274114878*i*s ; 1.20810357318157*i**2*r**3
1726,0.8729564260090623,B0*i*s ; 2*i*r**2,0.298519358261657*i*s ; 2*i*r**2
1727,0.8728900542844086,B0*i ; sqrt(2)*Abs(i)**(3/2),0.285380319542048*i ; sqrt(2)*Abs(i)**(3/2)
1728,0.8728883705982209,B1*sqrt(Abs(B0 - i*s)) ; -i + r,0.00371364653380345*sqrt(Abs(i*s + 0.0266812267420389)) ; -i + r
1729,0.8728753178431278,B0 + B1*sqrt(Abs(i - s)) ; -r + sqrt(Abs(i)),0.0407674131646922*sqrt(Abs(i - s)) - 0.000670310846789692 ; -r + sqrt(Abs(i))
1730,0.8728558104329098,B0*i - i*sqrt(Abs(s)) ; B1 + i + sqrt(Abs(r)),-i*sqrt(Abs(s)) + 0.740224205340038*i ; i + sqrt(Abs(r)) - 0.196146567295409
1731,0.8728503796398348,sqrt(Abs(B0*s + B1*i)) ; B2 - i + sqrt(Abs(i)),sqrt(Abs(3.43920004473236e-6*i - 0.00127506190297233*s)) ; -i + sqrt(Abs(i)) + 0.00943845092660989
1732,0.8728478502162541,B0 + B1*i + i*s ; B2*i*r,i*s - 0.429281489206435*i - 0.0106306021265849 ; 0.00224809695528355*i*r
1733,0.8728291442371607,B1*sqrt(Abs(B0*i - s)) ; -2*i + r + sqrt(Abs(i)),0.0358024209189107*sqrt(Abs(0.00245703348178906*i - s)) ; -2*i + r + sqrt(Abs(i))
1734,0.8728214936851109,B0*s**2 + B1*i*s ; B2 + r,-0.00215154314928325*i*s - 0.197148661729246*s**2 ; r + 278.946695038387
1735,0.872815384041225,B0 + B1*i + B1*sqrt(Abs(s)) ; B2 + i - sqrt(Abs(B3 + i)),0.0487675382440856*i + 0.0487675382440856*sqrt(Abs(s)) - 0.0202564354588806 ; i - sqrt(Abs(i - 134.659355827523)) + 11.1788127575402
1736,0.8727988984459214,B1*sqrt(Abs(B0*i - s)) ; -i + 2*r,0.036086379832849*sqrt(Abs(0.0023612234575526*i + s)) ; -i + 2*r
1737,0.8727981766223425,B0*i + i**2 - i*s ; B1*sqrt(Abs(r)) + i,i**2 - i*s + 0.202378813915608*i ; i + 0.247880827793079*sqrt(Abs(r))
1738,0.8727350756315526,B0*s + B0*sqrt(Abs(B1 + i)) ; B2*i + B3*i**2,0.0398734907851378*s + 0.0398734907851378*sqrt(Abs(i - 0.0838968500248927)) ; 0.328295942659543*i**2 + 0.00240682262851628*i
1739,0.8727251085544913,B0*i ; i*sqrt(Abs(B1 + 2*i)),2.42128835911632*i ; i*sqrt(Abs(2*i - 6.07846933683601))
1740,0.872694275669076,B0 + B1*i + B1*sqrt(Abs(s)) ; B3*Abs(B2 - r)**(1/4),0.00044941849309424*i + 0.00044941849309424*sqrt(Abs(s)) + 0.0453936672594407 ; 1.138672638764*Abs(r - 0.886417038398102)**(1/4)
1741,0.8726806977418489,B1*sqrt(Abs(B0*i + s)) ; B2 - i + r,0.0356396510200055*sqrt(Abs(0.00211249739122109*i + s)) ; -i + r - 1.7450288892353
1742,0.8726232687622103,B0 + B3*sqrt(Abs(B1 + B2*s)) ; B4*r,0.0852565674149544 - 0.159536958088673*sqrt(Abs(0.376156932401029*s - 0.225222371032366)) ; 6.88914683725183*r
1743,0.8726049520876005,B1*sqrt(Abs(B0 - i + s)) ; B2 + i,0.0408289962896949*sqrt(Abs(i - s + 1.50697700257318)) ; i + 1.64888388376142
1744,0.8726012827472405,B0*Abs(i)**(3/2)*sqrt(Abs(s)) ; B1 - i + r,3.47268188338307e-5*Abs(i)**(3/2)*sqrt(Abs(s)) ; -i + r + 0.191692512173462
1745,0.8724917560598442,B0*sqrt(Abs(s**2 + s)) ; 2*i,0.0294814007978301*sqrt(Abs(s**2 + s)) ; 2*i
1746,0.8724099624063237,B0*sqrt(Abs(s + sqrt(Abs(i)))) ; B1 + i - r**2 + r,0.0373235347180217*sqrt(Abs(s + sqrt(Abs(i)))) ; i - r**2 + r + 0.148985992856376
1747,0.8724033071232996,B0*sqrt(Abs(2*i - s)) ; B1*r + i,0.0413113115242216*sqrt(Abs(2*i - s)) ; i + 0.0852359864466438*r
1748,0.8723793196960188,B0*i + B1*s ; B2*i + i*r + Abs(i)**(3/2),0.0558585101118135*i + 0.0165243447738558*s ; i*r - 0.533480732118457*i + Abs(i)**(3/2)
1749,0.8723787025008846,B0 + B1*i + B1*sqrt(Abs(s)) ; B2*Abs(i)**(1/4),0.000452855096414756*i + 0.000452855096414756*sqrt(Abs(s)) + 0.0458796626223185 ; 1.12474097413899*Abs(i)**(1/4)
1750,0.8723514036009665,B0*i*s + B0*s**2 ; B1 + i,-0.089076314673554*i*s - 0.089076314673554*s**2 ; i + 1.50976108741232
1751,0.8723092444753796,B0*s + B1*i**2*s ; i*sqrt(Abs(B2*r - i*r)),0.360523149035568*i**2*s + 0.0298190323980734*s ; i*sqrt(Abs(i*r - 0.00021920682465075*r))
1752,0.8722912290652367,B0*Abs(s)**(3/2) ; B1*r**2 - r,0.0462016569528493*Abs(s)**(3/2) ; 6.25335166088025*r**2 - r
1753,0.872291227987365,B0*Abs(s)**(3/2) ; B1*i + B2*r,0.046208431780457*Abs(s)**(3/2) ; 0.0224935474062962*i + 0.00144397981934566*r
1754,0.8722903567597428,B0*Abs(i)**(1/4) + B1*i ; r,-0.0762117602036353*i + 0.0899683936303556*Abs(i)**(1/4) ; r
1755,0.8722210437495124,B1*sqrt(Abs(B0*i - s)) ; B2*sqrt(Abs(r)) - i + r,0.0347169033531812*sqrt(Abs(0.00224394752238583*i + s)) ; -i + r - 13.3069623755605*sqrt(Abs(r))
1756,0.8721350533926645,B0 + B1*i ; i - 2*r,0.0194141640870348 - 0.0153472069810171*i ; i - 2*r
1757,0.8721235319657767,B0 + B1*Abs(i)**(1/4) ; B2 - i,0.0264799001233607 - 0.00465837170862732*Abs(i)**(1/4) ; 0.0447280753754978 - i
1758,0.8720899144091865,B0 + B1*sqrt(Abs(i - s)) ; B2 + i - 2*r + sqrt(Abs(i)),0.0511407658121924 - 0.00782973310873503*sqrt(Abs(i - s)) ; i - 2*r + sqrt(Abs(i)) + 0.357862207155931
1759,0.8720703239224632,B0*sqrt(Abs(i + 2*s)) ; B1 + B2*r,0.030369186260712*sqrt(Abs(i + 2*s)) ; 0.0709133755522271 - 0.083894725952011*r
1760,0.8720613910107073,B0*i*s**2 ; B1*i + B1*sqrt(Abs(B2 + r)) + r,-0.00286480841792654*i*s**2 ; 0.991761599773449*i + r + 0.991761599773449*sqrt(Abs(r + 1.31600061472814))
1761,0.8720468228405117,B0 + B2*sqrt(Abs(B1 + i*s)) ; B3 - i + r,0.00641541066865564*sqrt(Abs(i*s + 0.0159374353685729)) - 0.000751563928545762 ; -i + r + 0.0389645661473536
1762,0.8720177915611433,B0 + B1*i + B1*s ; i,0.0393067099012452*i + 0.0393067099012452*s + 0.00947336064312206 ; i
